,long_hair,forehead_width_cm,forehead_height_cm,nose_wide,nose_long,lips_thin,distance_nose_to_lip_long,gender
1253,1,12.7,6.5,1,1,1,1,1
1254,1,14.5,6.7,0,1,1,1,1
1255,1,15.2,5.1,0,1,1,1,1
1256,1,14.4,5.1,0,1,1,1,1
1257,1,13.0,5.7,0,0,0,1,0
1258,1,12.0,5.3,0,0,0,0,0
1259,1,15.2,5.8,1,1,1,1,1
1260,1,13.8,6.3,0,0,0,1,0
1261,1,13.5,6.3,1,0,1,0,0
1262,1,12.8,5.3,0,0,0,0,0
1263,0,11.6,6.4,0,0,0,1,0
1264,0,14.8,5.1,1,1,1,1,1
1265,1,12.6,5.7,1,1,1,1,1
1266,1,13.1,5.4,0,0,0,1,0
1267,1,12.8,5.2,1,1,1,0,1
1268,0,15.5,5.5,1,1,1,1,1
1269,1,12.6,7.1,1,1,1,1,1
1270,1,11.4,5.6,0,1,0,1,0
1271,1,13.8,5.1,1,1,1,1,1
1272,1,15.0,7.0,1,1,1,1,1
1273,1,12.9,6.5,1,1,0,1,1
1274,1,13.8,6.0,0,1,0,0,0
1275,1,11.7,5.6,0,0,0,0,0
1276,0,14.1,5.3,0,0,0,0,0
1277,1,14.7,6.2,1,1,1,1,1
1278,1,13.3,6.3,1,1,1,1,1
1279,1,12.0,6.1,1,1,1,1,1
1280,1,14.9,6.8,1,1,1,1,1
1281,0,12.1,6.4,1,1,1,1,1
1282,1,15.0,6.6,1,1,1,1,1
1283,1,13.4,5.5,1,1,1,1,1
1284,1,15.0,5.6,1,1,1,1,1
1285,1,12.3,6.4,0,0,0,0,0
1286,1,15.5,5.8,1,1,1,1,1
1287,1,11.9,6.8,1,1,0,1,1
1288,1,13.3,6.6,1,1,1,0,1
1289,1,15.0,6.7,1,1,1,1,1
1290,1,12.9,6.5,0,0,0,0,0
1291,1,12.5,5.6,1,1,1,0,1
1292,1,12.6,5.3,0,0,1,0,0
1293,1,13.7,6.3,0,0,0,0,0
1294,1,12.4,5.7,0,0,0,0,0
1295,1,14.9,6.1,1,1,1,1,1
1296,1,12.0,6.2,1,1,1,0,1
1297,1,14.2,6.0,1,1,1,1,1
1298,1,14.1,5.9,1,1,1,1,1
1299,1,13.1,6.0,0,0,0,0,0
1300,1,12.9,5.7,0,0,0,1,0
1301,1,13.7,6.0,0,1,0,1,0
1302,1,12.4,6.5,0,0,0,0,0
1303,1,14.8,6.4,1,1,1,1,1
1304,1,14.0,6.4,1,1,1,1,1
1305,1,12.2,6.5,0,0,0,0,0
1306,1,15.5,7.1,1,1,0,1,1
1307,1,15.0,6.7,1,1,1,1,1
1308,1,11.6,5.9,0,0,1,0,0
1309,1,13.8,5.3,0,1,0,0,0
1310,1,11.9,6.3,0,0,1,0,0
1311,1,15.0,5.6,1,1,1,1,1
1312,1,12.3,6.3,0,0,0,0,0
1313,1,14.6,6.1,0,0,1,1,1
1314,1,14.6,5.6,1,0,1,1,1
1315,1,15.1,6.8,1,1,0,1,1
1316,0,15.1,6.2,1,1,1,1,1
1317,0,15.0,5.8,1,1,1,1,1
1318,1,13.3,5.1,0,0,1,1,0
1319,0,13.4,5.3,0,0,0,0,0
1320,1,15.4,6.8,1,1,0,1,1
1321,1,12.3,5.4,1,0,0,1,0
1322,1,12.3,5.3,1,1,1,1,1
1323,1,12.0,6.2,1,1,1,1,1
1324,1,15.5,7.1,1,1,1,1,1
1325,1,12.5,6.3,1,1,0,1,1
1326,1,11.6,6.0,0,0,0,0,0
1327,1,12.0,6.3,0,0,0,0,0
1328,0,11.9,6.2,0,0,0,0,0
1329,1,13.9,5.7,0,0,0,0,0
1330,1,12.9,5.3,0,0,0,0,0
1331,1,13.7,5.9,1,0,0,0,0
1332,1,12.1,6.3,1,1,0,0,0
1333,1,12.8,6.4,0,1,1,0,1
1334,0,13.7,5.1,1,1,1,1,1
1335,1,14.0,5.5,1,1,0,1,1
1336,1,14.5,6.9,1,1,1,1,1
1337,1,11.6,6.4,0,0,1,0,0
1338,1,12.2,5.4,0,0,0,0,0
1339,1,13.5,5.9,0,0,1,0,0
1340,1,15.2,5.2,0,1,1,1,1
1341,1,12.0,5.4,0,0,0,0,0
1342,1,12.0,6.1,0,0,0,0,0
1343,1,15.5,6.1,1,1,1,1,1
1344,1,13.1,5.6,1,1,0,0,1
1345,1,13.4,6.1,0,0,0,0,0
1346,1,13.6,5.8,0,0,0,0,0
1347,1,12.8,6.7,1,1,1,1,1
1348,1,12.4,5.8,1,1,1,1,1
1349,1,14.1,6.2,0,0,0,0,0
1350,1,12.2,5.8,1,0,0,0,0
1351,1,11.5,5.7,0,0,0,0,0
1352,1,12.1,6.1,0,0,0,0,0
1353,0,12.4,5.5,0,0,0,0,0
1354,1,14.6,6.5,1,1,1,1,1
1355,0,12.0,6.1,0,0,0,1,0
1356,1,13.4,5.4,0,0,0,0,0
1357,1,15.2,5.9,0,1,1,1,1
1358,1,12.3,6.0,0,0,0,0,0
1359,0,11.9,6.2,0,0,0,0,0
1360,0,13.5,5.7,0,1,0,0,0
1361,1,11.6,5.8,0,1,1,1,1
1362,1,13.5,6.6,1,0,1,1,1
1363,0,12.0,6.4,0,0,0,0,0
1364,0,12.7,5.8,0,0,0,0,0
1365,1,13.5,6.5,0,0,0,0,0
1366,1,11.7,6.5,0,1,0,0,0
1367,1,13.7,5.3,0,0,0,0,0
1368,1,14.2,6.3,0,0,1,1,1
1369,1,11.7,5.5,0,0,0,0,0
1370,1,14.2,5.6,0,0,0,0,0
1371,1,12.7,5.9,0,0,1,0,0
1372,1,11.6,5.1,0,0,0,0,0
1373,1,12.8,6.9,1,1,1,1,1
1374,0,13.0,6.5,1,1,1,1,1
1375,1,11.8,5.9,0,0,0,1,0
1376,1,14.5,6.5,1,0,1,1,1
1377,1,12.7,6.9,0,1,1,1,1
1378,1,12.7,5.9,1,1,1,1,1
1379,1,11.9,6.3,0,1,0,0,0
1380,0,15.2,5.2,1,1,1,1,1
1381,1,15.0,6.4,1,1,1,1,1
1382,1,13.6,6.6,1,0,1,1,1
1383,1,14.1,6.1,0,0,0,0,0
1384,1,12.2,5.5,0,0,0,0,0
1385,1,14.0,6.1,1,1,1,1,1
1386,1,13.3,6.5,0,0,1,0,0
1387,1,13.4,5.6,0,0,0,0,0
1388,1,12.5,6.9,1,0,1,1,1
1389,1,14.7,6.8,1,1,1,0,1
1390,0,12.8,6.5,0,0,0,1,0
1391,1,15.1,5.8,1,1,1,0,1
1392,1,12.3,5.5,0,0,1,0,0
1393,1,12.3,6.0,1,1,1,1,1
1394,1,14.9,6.2,1,1,1,1,1
1395,1,13.4,5.6,1,0,0,0,0
1396,1,14.3,6.3,0,0,0,0,0
1397,1,11.4,5.5,0,0,0,0,0
1398,1,11.8,5.1,0,0,0,0,0
1399,1,11.6,6.3,0,0,1,0,0
1400,1,12.1,5.3,0,0,0,0,0
1401,1,13.6,5.8,1,0,0,0,0
1402,1,13.7,6.0,0,0,0,1,0
1403,1,11.8,6.2,1,1,0,0,1
1404,1,12.7,6.8,1,1,1,0,1
1405,1,13.4,6.4,0,0,0,0,0
1406,1,15.2,6.4,1,1,1,1,1
1407,1,14.0,5.9,1,0,0,0,0
1408,1,15.2,5.1,1,1,1,1,1
1409,1,14.3,5.2,1,1,1,1,1
1410,1,12.4,6.0,0,0,0,0,0
1411,1,13.3,6.4,1,1,1,0,1
1412,1,14.2,6.1,1,1,1,1,1
1413,1,13.6,5.1,1,1,1,1,1
1414,1,13.8,6.2,1,0,1,1,0
1415,1,15.4,5.7,0,0,0,1,1
1416,1,13.6,6.4,1,1,1,1,1
1417,1,15.3,5.2,1,1,1,1,1
1418,1,11.9,6.3,0,1,1,1,1
1419,1,14.3,6.1,0,0,0,0,0
1420,1,13.8,6.0,1,1,0,1,0
1421,1,14.2,6.3,1,1,1,1,1
1422,1,15.5,6.6,1,1,1,0,1
1423,1,12.1,6.1,1,1,1,1,1
1424,1,14.4,5.8,1,1,1,1,1
1425,1,12.9,6.0,0,0,0,0,0
1426,0,12.0,5.2,0,1,0,0,0
1427,0,13.5,6.1,0,0,0,0,0
1428,1,13.2,5.7,0,0,0,0,0
1429,1,13.2,6.6,1,1,1,1,1
1430,0,12.5,5.5,1,1,1,1,1
1431,1,12.0,5.9,1,1,1,1,1
1432,1,12.8,5.9,0,0,0,0,0
1433,1,13.1,5.1,0,0,0,0,0
1434,0,11.4,6.1,0,0,0,0,0
1435,1,14.3,6.2,0,1,0,0,0
1436,1,12.2,6.2,0,0,0,1,0
1437,0,14.5,5.1,0,1,1,0,1
1438,1,14.9,5.4,1,1,1,1,1
1439,1,13.2,6.9,1,1,1,1,1
1440,1,14.1,5.5,0,0,0,0,0
1441,1,13.9,5.7,1,0,1,1,1
1442,1,12.5,5.4,1,0,1,0,0
1443,0,11.6,5.8,0,0,0,0,0
1444,1,11.6,5.3,0,0,0,0,0
1445,1,12.4,6.5,0,0,0,0,0
1446,1,12.0,5.7,0,0,0,0,0
1447,1,14.7,5.6,1,1,1,1,1
1448,1,12.4,6.1,0,1,0,0,0
1449,1,11.8,5.2,0,0,0,0,0
1450,0,12.1,6.4,1,1,1,1,1
1451,0,14.7,6.5,1,1,0,1,1
1452,1,13.0,5.9,1,0,0,1,1
1453,1,12.8,6.5,1,1,1,1,1
1454,1,13.9,5.9,0,0,0,0,0
1455,1,11.6,5.4,0,0,0,0,0
1456,1,14.4,6.4,1,1,1,1,1
1457,1,14.5,6.3,1,1,1,0,1
1458,1,13.3,5.4,0,0,1,0,0
1459,1,11.5,5.5,0,0,0,0,0
1460,1,14.0,5.9,0,1,0,0,0
1461,1,11.5,7.0,1,1,1,1,1
1462,1,13.3,5.5,1,0,0,0,0
1463,1,14.1,6.2,1,0,1,1,1
1464,1,14.0,5.6,1,1,1,0,1
1465,0,13.8,6.5,1,1,1,1,1
1466,1,11.6,6.5,0,0,0,0,0
1467,1,13.8,6.6,1,1,1,1,1
1468,1,13.7,6.1,0,0,0,0,0
1469,1,11.6,6.2,1,1,0,1,1
1470,1,13.2,5.7,1,0,0,0,0
1471,1,11.7,7.0,0,1,1,1,1
1472,1,13.6,6.1,1,0,0,0,0
1473,1,11.9,5.5,0,0,0,0,0
1474,1,12.0,6.3,1,1,1,1,1
1475,0,12.3,5.5,1,1,0,1,1
1476,0,11.4,6.2,0,1,0,0,0
1477,0,14.4,6.0,1,1,1,1,1
1478,1,11.7,5.5,1,1,0,0,1
1479,1,13.7,6.5,0,0,1,0,0
1480,1,13.2,6.2,0,1,0,0,0
1481,1,13.3,5.2,1,1,1,0,1
1482,1,14.7,6.2,1,1,1,1,1
1483,0,11.4,6.5,0,0,0,0,0
1484,1,12.6,5.9,0,0,0,0,0
1485,1,13.7,5.8,1,1,1,1,1
1486,1,13.0,5.3,0,0,0,0,0
1487,1,14.2,6.0,1,1,1,1,1
1488,0,12.6,6.2,1,0,0,1,0
1489,1,13.4,5.3,1,1,1,1,1
1490,1,15.3,6.4,1,1,1,0,1
1491,1,11.5,5.7,1,1,1,0,1
1492,1,14.5,6.0,1,1,1,1,1
1493,1,12.0,5.7,0,0,0,0,0
1494,1,12.5,6.1,0,0,0,0,0
1495,1,14.5,6.3,0,1,1,1,1
1496,1,14.6,5.3,1,1,0,1,1
1497,1,14.2,5.5,1,1,1,1,1
1498,1,14.2,5.5,0,1,1,0,0
1499,1,13.0,6.3,0,0,0,0,0
1500,1,12.6,5.1,0,0,1,0,0
1501,1,13.2,5.7,1,1,1,1,1
1502,1,13.2,6.0,0,0,0,0,0
1503,0,14.3,5.5,0,0,0,0,0
1504,0,15.0,6.7,1,1,0,1,1
1505,1,14.7,7.1,1,0,1,1,1
1506,1,14.0,6.0,0,1,0,0,0
1507,1,12.9,5.9,0,0,0,0,0
1508,1,14.9,6.5,1,1,1,1,1
1509,0,13.7,5.9,0,0,0,0,0
1510,1,14.5,6.1,1,1,1,1,1
1511,0,13.8,6.3,1,1,1,1,1
1512,1,14.3,6.3,1,0,0,1,1
1513,1,13.7,6.5,1,1,1,1,1
1514,1,12.0,5.7,0,0,0,0,0
1515,1,13.9,5.9,1,1,1,1,1
1516,0,14.1,6.0,0,0,0,0,0
1517,1,12.2,6.5,1,0,0,0,0
1518,1,11.7,6.1,0,0,0,0,0
1519,1,11.9,6.5,1,1,1,1,1
1520,1,13.8,6.9,1,1,0,1,1
1521,1,13.9,6.2,0,0,0,0,0
1522,1,12.0,5.5,0,0,0,1,0
1523,0,12.5,6.2,0,0,0,0,0
1524,1,14.0,6.4,1,1,1,1,1
1525,1,14.1,5.7,1,1,1,1,1
1526,0,12.0,5.8,0,0,0,0,0
1527,1,14.0,5.1,0,0,0,0,0
1528,1,12.6,6.4,0,1,1,1,1
1529,1,12.4,6.3,0,0,0,0,0
1530,1,12.7,5.3,1,0,0,0,0
1531,1,12.1,5.3,0,0,0,0,0
1532,1,13.6,5.9,1,1,1,0,1
1533,0,14.2,5.8,0,1,1,1,1
1534,1,13.2,6.1,0,0,0,0,0
1535,1,13.9,6.5,0,0,0,0,0
1536,1,13.0,6.0,0,1,1,0,1
1537,1,14.3,6.4,0,0,0,0,0
1538,0,14.1,5.9,1,1,1,1,1
1539,1,11.6,6.8,1,1,1,1,1
1540,1,13.3,5.3,1,1,1,1,1
1541,1,13.5,6.0,0,0,0,0,0
1542,1,11.5,5.2,1,0,0,0,0
1543,1,12.0,5.6,1,0,0,0,0
1544,1,11.5,5.1,0,1,0,0,0
1545,1,11.5,5.7,1,1,1,1,1
1546,1,14.9,6.5,1,0,1,1,1
1547,1,13.2,5.8,0,1,0,0,0
1548,1,15.2,5.7,1,1,1,1,1
1549,0,14.7,5.6,1,0,1,1,1
1550,1,12.5,6.2,1,1,1,1,1
1551,1,14.4,7.0,1,1,1,1,1
1552,1,13.9,6.1,0,0,0,1,0
1553,1,13.5,5.7,0,0,0,0,0
1554,1,13.7,6.8,1,1,1,1,1
1555,1,13.6,5.5,0,0,0,1,0
1556,1,12.4,5.1,0,0,0,0,0
1557,1,11.8,5.7,1,1,1,1,1
1558,1,11.6,5.5,1,0,0,0,0
1559,1,13.5,5.7,1,1,1,1,1
1560,1,14.1,6.2,1,1,1,1,1
1561,1,13.7,6.9,1,0,1,1,1
1562,1,15.4,5.1,1,1,1,1,1
1563,1,12.5,6.6,1,1,1,1,1
1564,1,13.4,6.7,1,1,1,1,1
1565,1,11.7,5.6,0,0,0,0,0
1566,0,13.6,5.8,1,1,1,1,1
1567,1,13.1,6.4,0,0,0,1,0
1568,1,13.6,5.1,1,1,1,1,1
1569,1,13.4,5.6,1,0,0,0,0
1570,1,13.1,6.5,0,0,0,0,0
1571,1,14.0,5.3,0,0,0,0,0
1572,1,12.4,6.9,0,1,1,1,1
1573,1,11.7,6.5,0,0,1,0,0
1574,1,11.8,5.4,0,0,0,0,0
1575,1,13.3,5.3,0,0,0,1,0
1576,0,14.1,5.7,0,0,0,0,0
1577,1,11.8,6.0,1,0,0,0,0
1578,1,13.0,5.1,1,1,1,1,1
1579,1,13.5,6.4,0,0,0,0,0
1580,1,14.0,5.2,1,0,0,0,0
1581,0,12.8,6.0,1,1,1,1,1
1582,1,13.8,5.3,0,1,1,1,1
1583,1,15.1,5.9,1,1,1,1,1
1584,1,13.2,5.2,1,1,1,0,1
1585,1,13.4,6.0,1,1,1,1,1
1586,1,11.8,5.1,0,0,0,0,0
1587,1,13.8,6.4,1,0,1,0,0
1588,1,12.4,5.5,1,1,1,1,1
1589,1,13.0,6.3,1,0,0,0,0
1590,1,14.0,6.5,1,1,1,1,1
1591,1,15.5,7.0,1,0,1,0,1
1592,1,12.0,6.6,1,0,1,1,1
1593,1,11.7,5.6,0,0,0,0,0
1594,1,12.1,5.2,1,0,1,1,1
1595,1,12.0,5.4,0,1,0,0,0
1596,1,14.3,6.8,1,1,0,1,1
1597,1,11.9,5.4,0,0,0,0,0
1598,1,13.2,5.4,1,1,1,1,1
1599,1,11.5,6.5,0,0,0,0,0
1600,1,12.1,6.2,0,0,0,0,0
1601,0,15.2,6.8,1,1,1,1,1
1602,1,13.3,6.6,1,1,1,1,1
1603,1,13.3,5.3,1,1,0,1,1
1604,1,11.6,6.3,0,1,1,1,1
1605,1,15.0,6.3,1,0,1,1,1
1606,0,11.6,5.8,0,0,1,1,1
1607,0,13.7,5.5,1,1,0,1,1
1608,1,11.7,5.5,1,1,1,1,1
1609,1,12.6,5.2,1,1,1,1,1
1610,1,15.1,5.7,1,1,1,1,1
1611,1,12.3,5.2,0,0,0,0,0
1612,1,12.4,5.4,0,0,0,0,0
1613,1,12.1,6.6,1,1,1,0,1
1614,1,12.0,5.4,1,1,0,0,0
1615,1,12.2,5.7,0,1,1,1,1
1616,1,11.6,6.7,0,1,0,1,1
1617,1,15.4,7.1,1,1,1,0,1
1618,1,11.7,5.1,0,0,0,1,0
1619,1,12.2,5.5,0,0,0,0,0
1620,1,11.6,5.8,0,0,0,0,0
1621,1,12.6,6.9,1,1,1,1,1
1622,1,12.1,6.5,0,0,0,0,0
1623,1,15.5,6.3,0,1,1,1,1
1624,0,13.3,6.3,1,1,0,1,1
1625,1,11.6,7.1,1,1,1,0,1
1626,1,12.4,6.1,1,0,0,0,0
1627,1,13.5,6.0,0,1,0,1,0
1628,1,13.9,6.0,0,0,0,1,0
1629,1,12.3,6.1,0,0,0,0,0
1630,1,14.8,7.0,1,1,1,1,1
1631,1,15.0,6.6,1,1,1,1,1
1632,1,12.5,5.2,0,0,0,1,0
1633,1,14.2,6.2,0,0,0,0,0
1634,1,11.7,5.3,0,1,1,1,1
1635,1,13.8,6.1,1,1,1,1,1
1636,1,13.1,6.3,1,1,1,1,1
1637,0,12.1,5.4,1,0,0,1,1
1638,1,12.4,6.4,0,0,0,0,0
1639,1,11.7,5.1,0,0,1,0,0
1640,0,15.5,5.2,0,0,0,1,1
1641,1,15.5,5.1,1,1,1,1,1
1642,1,14.1,5.4,0,0,0,0,0
1643,0,13.8,5.7,1,1,0,0,1
1644,1,12.6,5.6,0,0,1,0,0
1645,1,13.1,6.2,0,0,0,0,0
1646,0,14.8,7.1,1,0,1,1,1
1647,1,12.9,5.1,0,0,0,1,0
1648,0,14.5,5.5,0,1,1,0,1
1649,0,14.1,6.0,0,0,0,0,0
1650,1,12.9,5.3,1,0,0,0,0
1651,0,15.1,6.2,1,1,1,0,1
1652,1,13.0,6.3,0,0,0,0,0
1653,1,14.3,6.2,0,1,0,0,0
1654,1,14.3,5.8,1,0,0,0,0
1655,1,15.4,5.8,1,1,1,1,1
1656,1,14.2,5.5,1,1,1,1,1
1657,0,12.5,5.6,1,0,0,0,0
1658,1,11.8,6.1,1,1,1,1,1
1659,1,12.3,6.5,0,0,0,0,0
1660,1,13.7,5.7,0,0,0,0,0
1661,1,12.5,6.0,0,0,1,0,0
1662,1,11.7,6.3,0,0,0,0,0
1663,1,11.9,6.5,1,1,1,1,1
1664,1,15.4,6.7,1,1,0,1,1
1665,1,15.1,6.3,1,1,1,1,1
1666,1,12.0,6.6,1,1,1,1,1
1667,1,14.0,5.2,1,1,1,1,1
1668,1,13.4,6.5,1,0,1,0,0
1669,1,14.1,5.9,0,0,0,0,0
1670,1,13.1,5.3,0,0,0,0,0
1671,1,12.6,6.0,1,0,1,1,1
1672,1,12.1,5.4,0,1,1,1,1
1673,1,13.6,5.1,0,1,1,0,1
1674,1,14.5,5.5,1,0,1,1,1
1675,1,13.9,6.0,0,0,0,0,0
1676,1,12.2,6.4,1,1,1,1,1
1677,1,12.2,5.5,1,0,1,0,0
1678,1,14.7,5.1,1,1,1,1,1
1679,1,14.3,6.8,1,1,1,1,1
1680,1,15.4,6.7,1,1,0,1,1
1681,1,12.0,6.7,1,1,1,1,1
1682,1,12.5,6.4,0,1,0,0,0
1683,1,12.0,6.6,1,1,1,1,1
1684,1,13.7,5.5,1,1,0,1,1
1685,1,13.2,5.2,0,0,0,0,0
1686,0,13.4,5.5,0,0,0,0,0
1687,1,12.7,5.1,0,0,0,0,0
1688,1,13.5,5.4,0,1,1,0,0
1689,1,13.7,6.1,0,1,1,1,1
1690,1,11.5,5.9,0,0,0,0,0
1691,1,14.1,6.6,1,1,1,1,1
1692,1,14.6,5.9,1,1,1,1,1
1693,1,12.6,5.3,0,0,0,0,0
1694,1,12.1,5.7,0,0,0,1,0
1695,1,13.9,6.3,0,0,1,0,0
1696,0,12.2,5.1,1,1,1,1,1
1697,0,13.9,6.5,0,0,0,0,0
1698,1,12.1,7.1,1,0,1,1,1
1699,0,12.5,6.9,0,0,1,1,1
1700,1,12.5,6.0,0,1,0,0,0
1701,1,12.6,6.3,0,0,0,0,0
1702,1,13.8,6.6,1,1,1,1,1
1703,1,12.5,6.9,1,1,1,1,1
1704,1,14.7,6.7,1,1,1,1,1
1705,1,11.5,6.0,0,0,0,0,0
1706,1,14.5,6.5,1,1,1,1,1
1707,1,14.4,6.8,0,1,1,1,1
1708,1,12.8,5.8,0,0,0,1,0
1709,1,13.6,5.1,0,0,0,0,0
1710,1,14.3,5.3,0,1,1,0,0
1711,1,12.1,5.1,0,1,0,0,0
1712,1,13.3,6.1,0,1,0,0,0
1713,1,15.2,5.1,1,1,1,1,1
1714,1,11.6,7.1,1,1,0,1,1
1715,1,13.3,5.1,0,0,0,0,0
1716,1,12.4,6.1,0,0,0,0,0
1717,1,12.7,5.3,0,1,0,0,0
1718,1,14.5,6.9,1,1,1,1,1
1719,1,11.5,5.2,1,1,1,1,1
1720,1,15.4,6.8,0,1,1,1,1
1721,1,14.3,5.9,0,0,0,0,0
1722,1,15.3,5.6,1,1,1,1,1
1723,1,13.0,6.5,0,1,1,0,0
1724,1,14.2,7.0,1,1,1,1,1
1725,1,11.9,5.7,0,0,0,0,0
1726,1,13.7,6.1,0,0,1,0,0
1727,1,11.5,5.9,0,0,0,0,0
1728,1,11.8,6.7,1,0,1,1,1
1729,1,13.6,7.1,1,1,1,1,1
1730,1,13.1,6.2,0,0,0,0,0
1731,1,12.2,6.2,0,1,0,0,0
1732,1,11.9,6.4,0,1,0,0,0
1733,1,12.7,5.6,1,1,1,0,1
1734,1,14.3,6.4,1,1,1,1,1
1735,1,12.5,5.4,1,0,1,1,1
1736,0,12.5,6.5,0,1,0,1,0
1737,1,13.5,5.6,0,1,1,0,0
1738,1,13.7,6.1,0,0,0,0,1
1739,1,13.5,5.3,1,1,0,1,1
1740,1,13.7,6.4,0,0,0,0,0
1741,1,11.8,6.5,0,0,0,0,0
1742,1,14.5,6.2,1,1,0,1,1
1743,1,11.7,6.1,0,0,0,0,0
1744,0,13.3,5.9,0,0,0,0,0
1745,1,14.1,5.1,1,1,0,1,1
1746,1,11.7,6.5,0,1,1,1,1
1747,1,13.1,6.6,1,1,1,1,1
1748,1,14.5,6.0,1,1,1,1,1
1749,0,13.2,7.1,1,0,1,0,1
1750,1,13.7,6.0,0,0,0,0,0
1751,1,14.8,5.2,1,1,1,1,1
1752,0,13.3,6.4,1,1,0,1,1
1753,1,11.8,6.4,0,0,0,0,0
1754,1,12.6,5.6,1,1,1,1,1
1755,1,12.5,5.2,1,0,1,0,0
1756,1,14.9,5.2,1,1,1,1,1
1757,0,11.8,7.0,1,1,1,0,1
1758,1,11.7,5.1,0,0,0,0,0
1759,1,12.5,5.1,1,0,1,1,1
1760,1,11.5,6.2,1,1,1,1,1
1761,1,11.8,7.1,1,1,1,1,1
1762,1,11.9,5.2,0,0,0,0,0
1763,1,11.6,6.0,0,0,1,1,1
1764,1,14.4,6.0,1,1,1,1,1
1765,1,15.2,5.7,1,1,1,1,1
1766,1,14.4,5.8,0,1,1,1,1
1767,1,13.5,6.5,0,0,0,0,0
1768,0,11.5,5.7,0,0,1,1,0
1769,1,14.2,5.3,1,1,0,1,1
1770,1,13.1,5.9,1,0,0,0,0
1771,1,13.2,6.4,1,1,1,1,1
1772,0,14.3,6.1,1,1,1,1,1
1773,0,11.8,6.3,1,1,1,1,1
1774,1,11.7,6.3,0,0,0,0,0
1775,1,13.5,6.2,1,0,0,0,0
1776,1,14.1,6.0,0,1,0,0,0
1777,1,11.9,5.3,0,1,1,0,0
1778,1,14.0,6.5,0,0,0,0,0
1779,1,11.9,6.1,0,1,0,0,0
1780,1,13.0,5.5,0,0,0,0,0
1781,1,12.0,5.7,1,1,1,0,0
1782,1,12.8,5.4,0,0,0,0,0
1783,1,13.2,5.5,0,0,0,0,0
1784,1,13.4,5.1,0,0,0,0,0
1785,1,13.4,5.5,0,0,0,0,0
1786,1,13.1,5.9,1,1,1,1,1
1787,1,15.5,7.0,1,1,1,1,1
1788,1,12.2,5.5,0,1,0,0,0
1789,1,14.7,6.6,1,1,1,1,1
1790,0,12.3,5.6,1,0,1,1,1
1791,1,12.6,5.4,0,0,0,0,0
1792,1,12.4,6.3,0,0,0,1,0
1793,1,13.6,6.1,0,0,0,0,0
1794,1,12.8,5.4,0,0,0,0,0
1795,1,14.1,5.4,0,1,0,0,0
1796,1,14.0,5.9,0,0,1,0,0
1797,1,13.8,5.1,0,0,0,0,0
1798,1,12.7,6.1,1,1,1,1,1
1799,1,15.0,5.4,1,1,1,1,1
1800,1,14.1,6.4,1,1,1,1,1
1801,1,14.2,5.4,1,0,0,0,0
1802,1,13.4,6.1,1,1,1,1,1
1803,1,13.2,6.3,1,1,1,0,1
1804,1,14.5,6.5,0,1,1,1,1
1805,1,12.9,5.8,0,0,0,0,0
1806,1,11.8,6.0,0,0,0,0,0
1807,1,13.8,6.6,1,1,1,1,1
1808,1,15.3,5.5,0,1,0,1,1
1809,1,13.1,5.3,1,1,1,1,1
1810,1,13.4,6.3,1,1,1,1,1
1811,1,13.0,6.6,0,1,1,1,1
1812,1,11.5,5.3,0,0,0,0,0
1813,1,13.6,5.3,1,0,0,0,0
1814,0,14.7,5.3,1,1,1,1,1
1815,1,11.8,6.2,0,0,0,0,0
1816,0,14.1,6.3,0,0,0,0,0
1817,1,15.5,5.1,1,0,1,1,1
1818,1,12.5,6.3,0,0,0,0,0
1819,0,14.4,6.6,1,0,1,1,1
1820,1,13.3,5.6,1,1,1,1,1
1821,1,13.6,6.4,0,0,0,0,0
1822,1,12.6,6.9,1,1,1,1,1
1823,1,11.5,5.4,1,0,0,0,0
1824,1,12.4,5.2,1,1,1,1,1
1825,1,11.8,5.9,1,0,1,0,0
1826,1,14.3,6.8,1,1,1,1,1
1827,1,13.9,6.4,0,1,0,1,1
1828,1,11.5,6.2,0,0,0,0,0
1829,1,11.4,5.1,0,1,0,0,0
1830,0,13.0,5.7,1,1,1,1,1
1831,1,13.5,6.8,1,1,1,1,1
1832,1,13.1,6.1,1,0,0,0,0
1833,1,14.5,6.5,0,1,1,1,1
1834,1,14.5,7.1,1,1,1,0,1
1835,1,11.5,6.3,0,0,0,0,0
1836,1,11.4,6.5,0,0,0,0,0
1837,1,11.8,6.0,0,0,0,0,0
1838,1,15.3,6.6,1,1,1,1,1
1839,1,13.5,6.1,0,0,0,0,0
1840,1,14.7,6.7,1,1,0,0,1
1841,0,13.4,5.3,0,0,0,0,0
1842,1,12.9,6.5,0,0,0,0,0
1843,0,13.8,6.3,1,1,1,1,1
1844,1,13.3,5.4,1,0,1,0,1
1845,1,12.0,5.1,0,0,0,0,0
1846,1,12.7,7.0,1,1,1,1,1
1847,1,14.5,6.5,0,1,1,1,1
1848,1,11.8,6.8,1,1,1,1,1
1849,1,15.0,5.4,1,1,1,1,1
1850,1,14.8,6.0,0,1,1,1,1
1851,0,13.6,5.4,0,0,0,0,0
1852,0,12.4,5.8,1,1,1,1,1
1853,1,14.5,5.4,1,1,0,1,1
1854,1,12.4,5.1,1,1,1,1,1
1855,1,13.2,5.9,1,1,1,1,1
1856,1,13.0,5.5,1,1,1,1,1
1857,1,11.5,6.0,1,0,1,1,1
1858,1,12.1,6.8,1,0,1,1,1
